year,state,residential,commercial,industrial,total
2002,CO,7.37,5.67,4.52,6
2002,CT,10.96,9.32,7.68,9.71
2002,DC,7.98,7.32,4.95,7.34
2002,DE,8.7,7.15,4.85,6.91
2002,FL,8.16,6.64,5.23,7.31
2002,GA,7.63,6.46,3.95,6.24
2002,HI,15.63,14.11,11.02,13.39
2002,IA,8.35,6.56,4.06,6.01
2002,ID,6.59,5.71,4.34,5.58
2002,IL,8.39,7.52,4.89,6.94
2002,IN,6.91,5.98,3.95,5.34
2002,KS,7.67,6.28,4.53,6.31
2002,KY,5.65,5.3,3.09,4.26
2002,LA,7.1,6.64,4.42,5.99
2002,MA,10.93,10.02,8.34,10.06
2002,MD,7.74,6.31,4.01,6.18
2002,ME,12.74,10.68,7.05,10.35
2002,MI,8.28,7.79,5.02,7.09
2002,MN,7.49,5.88,4.07,5.8
2002,MO,7.06,5.88,4.42,6.09
2002,MS,7.28,6.83,4.4,6.24
2002,MT,7.23,6.28,3.71,5.7
2002,NC,8.19,6.51,4.7,6.74
2002,ND,6.39,5.85,3.98,5.45
2002,NE,6.73,5.62,3.89,5.55
2002,NH,11.89,10.06,9.09,10.6
2002,NJ,10.38,8.9,7.72,9.3
2002,NM,8.5,7.22,4.48,6.73
2002,NV,9.43,9.06,7.25,8.42
2002,NY,13.55,12.33,5.18,11.16
2002,OH,8.24,7.81,4.87,6.77
2002,OK,6.73,5.75,3.81,5.59
2002,OR,7.12,6.59,4.72,6.32
2002,PA,9.74,8.5,5.83,8.06
2002,RI,10.2,8.65,7.96,9.2
2002,SC,7.72,6.48,3.85,5.83
2002,SD,7.4,6.24,4.54,6.26
2002,TN,6.41,6.45,4.15,5.72
2002,TX,8.05,6.95,4.66,6.62
2002,US,8.44,7.89,4.88,7.2
2002,UT,6.79,5.6,3.84,5.39
2002,VA,7.79,5.87,4.13,6.23
2002,VT,12.78,11.1,7.9,10.87
2002,WA,6.29,6.11,4.88,5.88
2002,WI,8.18,6.54,4.43,6.28
2002,WV,6.23,5.41,3.81,5.11
2002,WY,6.97,5.71,3.55,4.68
2003,AK,11.98,10.49,7.86,10.5
2003,AL,7.39,6.85,3.98,5.88
2003,AR,7.24,5.54,4.04,5.57
2003,AZ,8.35,7.09,5.37,7.34
2003,CA,12.23,12.48,9.59,11.78
2003,CO,8.14,6.6,5.1,6.77
2003,CT,11.31,9.93,7.99,10.16
2003,DC,7.84,7.35,5.57,7.4
2003,DE,8.59,7.31,5.15,6.96
2003,FL,8.55,7.13,5.41,7.72
2003,GA,7.7,6.66,4.02,6.32
2003,HI,16.73,15.02,12.2,14.47
2003,IA,8.57,6.24,4.16,6.11
2003,ID,6.24,5.56,4.16,5.22
2003,IL,8.38,7.3,4.86,6.86
2003,IN,7.04,6.12,3.92,5.37
2003,KS,7.71,6.42,4.61,6.35
2003,KY,5.81,5.37,3.21,4.42
2003,LA,7.84,7.42,5.57,6.93
2003,MA,11.6,10.48,8.93,10.56
2003,MD,7.73,6.95,4.89,6.45
2003,ME,12.37,10.34,6.35,9.79
2003,MI,8.35,7.55,4.96,6.85
2003,MN,7.65,6.12,4.36,6.01
2003,MO,6.96,5.78,4.49,6.02
2003,MS,7.6,7.25,4.48,6.46
2003,MT,7.56,6.85,4.03,6.14
2003,NC,8.32,6.65,4.79,6.86
2003,ND,6.49,5.64,3.96,5.47
2003,NE,6.87,5.81,4.18,5.64
2003,NH,11.98,10.3,9.75,10.83
2003,NJ,10.67,9.11,7.99,9.48
2003,NM,8.69,7.36,4.95,7
2003,NV,9.02,8.79,7.3,8.29
2003,NY,14.31,12.93,7.14,12.44
2003,OH,8.26,7.55,4.79,6.73
2003,OK,7.47,6.38,4.59,6.35
2003,OR,7.06,6.38,4.63,6.18
2003,PA,9.59,8.62,5.8,8.02
2003,RI,11.61,10.09,8.88,10.47
2003,SC,8.01,6.81,4,6.08
2003,SD,7.47,6.04,4.51,6.35
2003,TN,6.55,6.68,4.29,5.84
2003,TX,9.16,7.84,5.27,7.5
2003,US,8.72,8.03,5.11,7.44
2003,UT,6.9,5.59,3.79,5.41
2003,VA,7.76,5.74,4.23,6.27
2003,VT,12.82,11.29,8.05,10.98
2003,WA,6.31,6.07,4.76,5.86
2003,WI,8.67,6.97,4.71,6.64
2003,WV,6.24,5.45,3.81,5.13
2003,WY,7.04,5.74,3.65,4.76
2004,AK,12.44,10.99,8.33,10.99
2004,AL,7.62,7.12,4.15,6.08
2004,AR,7.36,5.64,4.16,5.67
2004,AZ,8.46,7.28,5.35,7.45
2004,CA,12.2,11.64,9.27,11.35
2004,CO,8.42,6.89,5.11,6.95
2004,CT,11.63,9.9,7.89,10.26
2004,DC,8,7.45,4.74,7.47
2004,DE,8.78,7.44,6.06,7.53
2004,FL,8.99,7.61,5.84,8.16
2004,GA,7.86,6.88,4.43,6.58
2004,HI,18.06,16.19,13.35,15.7
2004,IA,8.96,6.75,4.33,6.4
2004,ID,6.1,5.37,3.82,4.97
2004,IL,8.37,7.54,4.65,6.8
2004,IN,7.3,6.31,4.13,5.58
2004,KS,7.74,6.45,4.69,6.37
2004,KY,6.11,5.6,3.34,4.63
2004,LA,8.05,7.58,5.82,7.13
2004,MA,11.75,10.99,8.48,10.77
2004,MD,7.8,7.56,5.99,7.15
2004,ME,12.16,9.89,6.56,9.69
2004,MI,8.33,7.57,4.92,6.94
2004,MN,7.92,6.31,4.63,6.24
2004,MO,6.97,5.8,4.62,6.07
2004,MS,8.21,7.99,4.83,7
2004,MT,7.86,7.42,4.15,6.4
2004,NC,8.45,6.7,4.88,6.97
2004,ND,6.79,5.86,4.13,5.69
2004,NE,6.96,5.84,4.28,5.7
2004,NH,12.49,10.99,10.01,11.37
2004,NJ,11.23,9.96,9.03,10.29
2004,NM,8.67,7.39,5.22,7.1
2004,NV,9.69,9.08,7.24,8.56
2004,NY,14.54,12.98,7.04,12.55
2004,OH,8.45,7.75,4.89,6.89
2004,OK,7.72,6.55,4.76,6.5
2004,OR,7.18,6.45,4.43,6.21
2004,PA,9.58,8.51,5.87,8
2004,RI,12.19,10.53,9.37,10.96
2004,SC,8.12,6.91,4.13,6.22
2004,SD,7.65,6.18,4.59,6.44
2004,TN,6.9,7.05,4.46,6.14
2004,TX,9.73,7.9,5.87,7.95
2004,US,8.95,8.17,5.25,7.61
2004,UT,7.21,5.9,4.01,5.69
2004,VA,7.99,5.88,4.27,6.43
2004,VT,12.94,11.42,7.96,11.02
2004,WA,6.37,6.17,4.28,5.8
2004,WI,9.07,7.24,4.93,6.88
2004,WV,6.23,5.46,3.83,5.13
2004,WY,7.21,5.98,3.91,4.98
2005,AK,13.3,11.56,9.29,11.72
2005,AL,8,7.5,4.52,6.46
2005,AR,8,6.18,4.74,6.3
2005,AZ,8.86,7.4,5.85,7.79
2005,CA,12.51,11.92,9.55,11.63
2005,CO,9.06,7.62,5.74,7.64
2005,CT,13.64,11.53,9.4,12.06
2005,DC,9.1,9.13,14.13,9.18
2005,DE,9.01,7.6,6.21,7.76
2005,FL,9.62,8.16,6.46,8.76
2005,GA,8.64,7.67,5.28,7.43
2005,HI,20.7,19.04,15.79,18.33
2005,IA,9.27,6.95,4.56,6.69
2005,ID,6.29,5.42,3.91,5.12
2005,IL,8.34,7.75,4.61,6.95
2005,IN,7.5,6.57,4.42,5.88
2005,KS,7.9,6.6,4.85,6.55
2005,KY,6.57,6.01,3.6,5.01
2005,LA,8.87,8.56,6.71,8.03
2005,MA,13.44,12.42,9.22,12.18
2005,MD,8.46,8.97,7.01,8.13
2005,ME,13.23,10.63,7.28,10.57
2005,MI,8.4,7.84,5.32,7.23
2005,MN,8.28,6.59,5.02,6.61
2005,MO,7.08,5.92,4.54,6.13
2005,MS,8.71,8.48,5.37,7.54
2005,MT,8.1,7.43,4.83,6.72
2005,NC,8.65,6.86,5.04,7.19
2005,ND,6.99,6.11,4.32,5.92
2005,NE,7.14,5.98,4.43,5.87
2005,NH,13.51,12.06,11.48,12.53
2005,NJ,11.74,10.61,9.76,10.89
2005,NM,9.13,7.81,5.61,7.51
2005,NV,10.2,9.48,7.71,9.02
2005,NY,15.72,14.36,8.23,13.95
2005,OH,8.51,7.93,5.1,7.08
2005,OK,7.95,7,5.11,6.85
2005,OR,7.25,6.51,4.83,6.34
2005,PA,9.86,8.5,6.29,8.27
2005,RI,13.04,11.71,10.01,11.97
2005,SC,8.67,7.39,4.55,6.72
2005,SD,7.77,6.2,4.95,6.6
2005,TN,6.98,7.17,4.73,6.31
2005,TX,10.93,8.85,7.14,9.14
2005,US,9.45,8.67,5.73,8.14
2005,UT,7.52,6.07,4.24,5.92
2005,VA,8.16,6.05,4.46,6.64
2005,VT,12.96,11.33,7.77,10.95
2005,WA,6.54,6.33,4.27,5.87
2005,WI,9.66,7.67,5.39,7.48
2005,WV,6.21,5.53,3.85,5.15
2005,WY,7.48,6.17,3.99,5.16
2006,AK,14.83,11.93,11.54,12.84
2006,AL,8.75,8.18,4.9,7.07
2006,AR,8.85,6.96,5.24,6.99
2006,AZ,9.4,8.02,5.69,8.24
2006,CA,14.33,12.9,10.09,12.82
2006,CO,9.02,7.5,5.88,7.61
2006,CT,16.86,14.03,11.71,14.83
2006,DC,9.88,11.17,17.43,11.08
2006,DE,11.85,10.21,7.67,10.13
2006,FL,11.33,9.91,7.71,10.45
2006,GA,8.91,7.81,5.38,7.63
2006,HI,23.35,21.42,17.96,20.72
2006,IA,9.63,7.29,4.92,7.01
2006,ID,6.21,5.16,3.61,4.92
2006,IL,8.42,7.95,4.69,7.07
2006,IN,8.22,7.21,4.95,6.46
2006,KS,8.25,6.96,5.2,6.89
2006,KY,7.02,6.44,4.05,5.43
2006,LA,9.14,9.03,6.87,8.3
2006,MA,16.6,15.54,13.04,15.45
2006,MD,9.71,10.56,8.14,9.95
2006,ME,13.8,12.42,8.83,11.8
2006,MI,9.77,8.51,6.05,8.14
2006,MN,8.7,7.02,5.29,6.98
2006,MO,7.44,6.08,4.58,6.3
2006,MS,9.66,9.37,5.94,8.33
2006,MT,8.28,7.44,5.12,6.91
2006,NC,9.12,7.17,5.23,7.53
2006,ND,7.14,6.3,5,6.21
2006,NE,7.41,6.19,4.56,6.07
2006,NH,14.68,14.07,11.62,13.84
2006,NJ,12.84,11.62,10.42,11.88
2006,NM,9.06,7.61,5.57,7.37
2006,NV,11.08,10.12,8.03,9.63
2006,NY,16.89,15.51,9.39,15.27
2006,OH,9.34,8.44,5.61,7.71
2006,OK,8.55,7.34,5.46,7.3
2006,OR,7.48,6.77,4.85,6.53
2006,PA,10.35,8.94,6.63,8.68
2006,RI,15.12,13.51,12.51,13.98
2006,SC,9.03,7.6,4.71,6.98
2006,SD,7.83,6.47,4.84,6.7
2006,TN,7.75,8,5.17,6.97
2006,TX,12.86,9.85,7.82,10.34
2006,US,10.4,9.46,6.16,8.9
2006,UT,7.59,6.15,4.21,5.99
2006,VA,8.49,6.21,4.69,6.86
2006,VT,13.39,11.67,8.33,11.37
2006,WA,6.82,6.63,4.44,6.14
2006,WI,10.51,8.37,5.85,8.13
2006,WV,6.35,5.59,3.71,5.04
2006,WY,7.75,6.28,4.04,5.27
2007,AK,15.18,12.19,12.63,13.28
2007,AL,9.32,8.7,5.27,7.57
2007,AR,8.73,6.91,5.25,6.96
2007,AZ,9.66,8.27,6.05,8.54
2007,CA,14.42,12.82,9.98,12.8
2007,CO,9.25,7.62,5.97,7.76
2007,CT,19.11,15.39,12.92,16.45
2007,DC,11.18,12.01,9.32,11.79
2007,DE,13.16,11.21,8.93,11.35
2007,FL,11.22,9.75,7.76,10.33
2007,GA,9.1,8.07,5.53,7.86
2007,HI,24.12,21.91,18.38,21.29
2007,IA,9.45,7.11,4.74,6.83
2007,ID,6.36,5.14,3.87,5.07
2007,IL,10.12,8.57,6.61,8.46
2007,IN,8.26,7.29,4.89,6.5
2007,KS,8.19,6.83,5.13,6.84
2007,KY,7.34,6.76,4.47,5.84
2007,LA,9.37,9.13,6.77,8.39
2007,MA,16.23,15.2,13.03,15.16
2007,MD,11.89,11.58,9.41,11.5
2007,ME,16.52,12.94,14.11,14.59
2007,MI,10.21,8.77,6.47,8.53
2007,MN,9.18,7.48,5.69,7.44
2007,MO,7.69,6.34,4.76,6.56
2007,MS,9.36,8.92,5.75,8.03
2007,MT,8.77,8.1,5.16,7.13
2007,NC,9.4,7.43,5.47,7.83
2007,ND,7.3,6.58,5.24,6.42
2007,NE,7.59,6.39,4.78,6.28
2007,NH,14.88,13.91,12.27,13.98
2007,NJ,14.14,12.99,10.08,13.01
2007,NM,9.12,7.66,5.6,7.44
2007,NV,11.82,10.09,8.28,9.99
2007,NY,17.1,15.92,8.71,15.22
2007,OH,9.57,8.67,5.76,7.91
2007,OK,8.58,7.33,5.41,7.29
2007,OR,8.19,7.2,5.06,7.02
2007,PA,10.95,9.2,6.87,9.08
2007,RI,14.05,12.67,12.04,13.12
2007,SC,9.19,7.74,4.83,7.18
2007,SD,8.07,6.61,5.09,6.89
2007,TN,7.84,8.09,5.19,7.07
2007,TX,12.34,9.87,7.79,10.11
2007,US,10.65,9.65,6.39,9.13
2007,UT,8.15,6.54,4.52,6.41
2007,VA,8.74,6.38,5.07,7.12
2007,VT,14.15,12.29,8.92,12.04
2007,WA,7.26,6.55,4.57,6.37
2007,WI,10.87,8.71,6.16,8.48
2007,WV,6.73,5.85,3.95,5.34
2007,WY,7.75,6.25,4.1,5.29
2008,AK,16.56,13.64,14.17,14.74
2008,AL,10.4,9.87,6.11,8.59
2008,AR,9.27,7.61,5.89,7.6
2008,AZ,10.27,8.93,6.57,9.11
2008,CA,13.81,12.54,10.09,12.49
2008,CO,10.13,8.57,6.65,8.59
2008,CT,19.54,17.12,14.93,17.8
2008,DC,12.78,13.3,10.65,13.18
2008,DE,13.93,12.1,10.49,12.38
2008,FL,11.65,10.14,8.25,10.74
2008,GA,9.93,9.07,6.67,8.84
2008,HI,32.5,29.72,26.05,29.2
2008,IA,9.49,7.18,4.81,6.89
2008,ID,6.99,5.72,4.48,5.69
2008,IL,11.07,9.25,7.34,9.23
2008,IN,8.87,7.82,5.46,7.09
2008,KS,8.89,7.44,5.69,7.45
2008,KY,7.94,7.29,4.82,6.26
2008,LA,10.28,10.12,7.94,9.44
2008,MA,17.56,16.07,14.14,16.23
2008,MD,13.84,12.77,10.38,13.01
2008,ME,16.24,12.95,11.56,13.8
2008,MI,10.75,9.17,6.73,8.93
2008,MN,9.74,7.88,5.87,7.79
2008,MO,8,6.61,4.92,6.84
2008,MS,10.39,10.02,6.56,8.99
2008,MT,9.13,8.54,5.91,7.72
2008,NC,9.52,7.55,5.54,7.96
2008,ND,7.52,6.81,5.59,6.69
2008,NE,7.87,6.68,5.16,6.58
2008,NH,15.68,14.3,13.13,14.63
2008,NJ,15.66,14.03,12.54,14.43
2008,NM,10.01,8.67,6.38,8.35
2008,NV,11.93,10.07,7.98,9.89
2008,NY,18.31,16.79,9.39,16.47
2008,OH,10.06,9.23,6.2,8.39
2008,OK,9.09,7.88,5.9,7.81
2008,OR,8.49,7.29,5.26,7.24
2008,PA,11.35,9.39,7.03,9.33
2008,RI,17.45,15.4,14.23,16.04
2008,SC,9.89,8.42,5.37,7.85
2008,SD,8.27,6.97,5.31,7.14
2008,TN,8.91,9.24,6.29,8.18
2008,TX,13.03,10.75,8.79,10.99
2008,US,11.26,10.26,6.96,9.74
2008,UT,8.26,6.66,4.59,6.49
2008,VA,9.62,7.32,5.82,8
2008,VT,14.48,12.49,9.19,12.33
2008,WA,7.54,6.77,4.52,6.55
2008,WI,11.51,9.28,6.51,9
2008,WV,7.06,6.08,4.2,5.61
2008,WY,8.21,6.71,4.47,5.67
2009,AK,17.14,14.46,13.15,15.09
2009,AL,10.66,10.05,5.96,8.83
2009,AR,9.14,7.56,5.76,7.57
2009,AZ,10.73,9.35,6.65,9.56
2009,CA,14.74,13.27,10.42,13.24
2009,CO,10,8.15,6.39,8.31
2009,CT,20.33,16.87,14.99,18.07
2009,DC,13.73,13.26,8.38,13.23
2009,DE,14.07,12.03,9.51,12.2
2009,FL,12.39,10.77,9.32,11.49
2009,GA,10.13,8.94,6.12,8.81
2009,HI,24.2,21.86,18.14,21.21
2009,IA,9.99,7.55,5.27,7.37
2009,ID,7.8,6.49,5.17,6.51
2009,IL,11.27,9.05,7.01,9.15
2009,IN,9.5,8.32,5.81,7.62
2009,KS,9.53,7.87,6.1,7.98
2009,KY,8.37,7.63,4.92,6.52
2009,LA,8.1,7.69,5.25,7.06
2009,MA,16.87,15.37,14.07,15.45
2009,MD,14.98,11.98,9.96,13.09
2009,ME,15.64,12.6,10.03,13.12
2009,MI,11.6,9.24,6.98,9.4
2009,MN,10.04,7.92,6.26,8.14
2009,MO,8.54,6.96,5.42,7.35
2009,MS,10.22,9.5,6.61,8.85
2009,MT,8.94,8.32,5.46,7.58
2009,NC,9.99,7.98,5.99,8.48
2009,ND,7.58,6.81,5.25,6.63
2009,NE,8.52,7.33,5.75,7.21
2009,NH,16.39,14.36,13.73,15.09
2009,NJ,16.31,13.84,11.89,14.53
2009,NM,10.02,8.4,5.72,8.09
2009,NV,12.86,10.64,7.97,10.36
2009,NY,17.5,15.48,8.37,15.44
2009,OH,10.67,9.65,6.72,9.02
2009,OK,8.49,6.76,4.82,6.94
2009,OR,8.68,7.5,5.4,7.47
2009,PA,11.65,9.55,7.21,9.6
2009,RI,15.6,13.66,12.22,14.22
2009,SC,10.44,8.74,5.79,8.42
2009,SD,8.49,7.14,5.65,7.39
2009,TN,9.32,9.61,6.76,8.69
2009,TX,12.38,9.66,6.74,9.86
2009,US,11.51,10.16,6.83,9.82
2009,UT,8.48,6.96,4.81,6.77
2009,VA,10.61,8.06,6.91,8.93
2009,VT,14.9,12.93,9.21,12.75
2009,WA,7.67,6.97,4.4,6.59
2009,WI,11.94,9.57,6.73,9.38
2009,WV,7.9,6.77,5.24,6.65
2009,WY,8.58,7.28,4.83,6.08
2010,AK,16.26,13.95,14.14,14.76
2010,AL,10.67,10.18,6.01,8.89
2010,AR,8.86,7.31,5.44,7.28
2010,AZ,10.97,9.47,6.63,9.69
2010,CA,14.75,13.09,9.8,13.01
2010,CO,11.04,9.13,6.9,9.15
2010,CT,19.25,16.45,14.51,17.38
2010,DC,14.01,13.42,7.74,13.35
2010,DE,13.8,11.36,9.57,11.97
2010,FL,11.44,9.76,8.85,10.58
2010,GA,10.07,9.06,6.22,8.87
2010,HI,28.1,25.93,21.94,25.12
2010,IA,10.42,7.91,5.36,7.66
2010,ID,7.99,6.64,5.15,6.54
2010,IL,11.52,8.88,6.82,9.13
2010,IN,9.56,8.38,5.87,7.67
2010,KS,10.03,8.25,6.23,8.35
2010,KY,8.57,7.88,5.05,6.73
2010,LA,8.98,8.5,5.84,7.8
2010,MA,14.59,14.53,13.71,14.26
2010,MD,14.32,11.75,9.58,12.71
2010,ME,15.72,12.52,9.17,12.84
2010,MI,12.46,9.81,7.08,9.88
2010,MN,10.59,8.38,6.29,8.41
2010,MO,9.08,7.5,5.5,7.78
2010,MS,9.87,9.32,6.32,8.59
2010,MT,9.16,8.55,5.55,7.84
2010,NC,10.12,8.16,6.17,8.67
2010,ND,8.13,7.21,5.81,7.11
2010,NE,8.94,7.64,6,7.52
2010,NH,16.32,14.25,12.76,14.84
2010,NJ,16.57,13.89,11.81,14.68
2010,NM,10.52,8.57,6.01,8.4
2010,NV,12.36,9.79,7.37,9.73
2010,NY,18.74,16.31,8.79,16.41
2010,OH,11.31,9.73,6.4,9.14
2010,OK,9.14,7.45,5.35,7.59
2010,OR,8.87,7.59,5.4,7.56
2010,PA,12.7,10.1,7.66,10.31
2010,RI,15.92,13.1,11.83,14.07
2010,SC,10.5,8.9,5.74,8.49
2010,SD,8.97,7.55,6.07,7.82
2010,TN,9.23,9.66,6.58,8.61
2010,TX,11.6,9.19,6.44,9.34
2010,US,11.54,10.19,6.77,9.83
2010,UT,8.71,7.15,4.93,6.94
2010,VA,10.45,7.65,6.66,8.69
2010,VT,15.57,13.44,9.53,13.24
2010,WA,8.04,7.37,4.08,6.66
2010,WI,12.65,9.98,6.85,9.78
2010,WV,8.79,7.66,5.86,7.45
2010,WY,8.77,7.42,4.98,6.2
2011,AK,17.62,15.1,15.71,16.08
2011,AL,11.09,10.47,6.25,9.1
2011,AR,9.02,7.5,5.63,7.43
2011,AZ,11.08,9.5,6.55,9.71
2011,CA,14.78,13.05,10.11,13.05
2011,CO,11.27,9.44,7.06,9.39
2011,CT,18.11,15.57,13.24,16.35
2011,DC,13.4,12.9,6.89,12.81
2011,DE,13.7,10.64,8.91,11.48
2011,FL,11.51,9.85,8.55,10.61
2011,GA,11.05,9.87,6.6,9.61
2011,HI,34.68,32.37,28.4,31.59
2011,IA,10.46,7.85,5.21,7.56
2011,ID,7.87,6.41,5.1,6.44
2011,IL,11.78,8.64,6.42,8.97
2011,IN,10.06,8.77,6.17,8.01
2011,KS,10.65,8.78,6.71,8.89
2011,KY,9.2,8.49,5.33,7.17
2011,LA,8.96,8.44,5.69,7.68
2011,MA,14.67,14.33,13.38,14.11
2011,MD,13.31,11.28,8.76,11.93
2011,ME,15.38,12.29,8.88,12.58
2011,MI,13.27,10.33,7.32,10.4
2011,MN,10.96,8.63,6.47,8.65
2011,MO,9.75,8.04,5.85,8.32
2011,MS,10.17,9.48,6.53,8.78
2011,MT,9.75,9.12,5.27,8.23
2011,NC,10.26,8.13,6.01,8.65
2011,ND,8.58,7.61,6.24,7.5
2011,NE,9.32,7.99,6.43,7.88
2011,NH,16.52,14.04,12.27,14.74
2011,NJ,16.23,13.47,11.43,14.3
2011,NM,11,9.07,6.06,8.74
2011,NV,11.61,9.05,6.65,8.97
2011,NY,18.26,15.81,7.83,15.89
2011,OH,11.42,9.63,6.12,9.03
2011,OK,9.47,7.6,5.46,7.8
2011,OR,9.54,8.15,5.47,8.04
2011,PA,13.26,10.03,7.73,10.45
2011,RI,14.33,12.37,11.27,13.04
2011,SC,11.05,9.3,5.94,8.8
2011,SD,9.35,7.76,6.2,8.05
2011,TN,9.98,10.27,7.23,9.28
2011,TX,11.08,8.83,6.24,9
2011,US,11.72,10.24,6.82,9.9
2011,UT,8.96,7.35,5.1,7.13
2011,VA,10.64,7.95,6.49,8.84
2011,VT,16.26,14,9.83,13.8
2011,WA,8.28,7.49,4.09,6.78
2011,WI,13.02,10.42,7.33,10.21
2011,WV,9.39,8.14,6.18,7.88
2011,WY,9.11,7.72,5.41,6.58
2012,AK,17.88,14.93,16.82,16.33
2012,AL,11.4,10.63,6.22,9.18
2012,AR,9.3,7.71,5.77,7.62
2012,AZ,11.29,9.53,6.53,9.81
2012,CA,15.34,13.41,10.49,13.53
2012,CO,11.46,9.39,6.95,9.39
2012,CT,17.34,14.65,12.67,15.54
2012,DC,12.28,12.02,5.46,11.85
2012,DE,13.58,10.13,8.36,11.06
2012,FL,11.42,9.66,8.04,10.44
2012,GA,11.17,9.58,5.98,9.37
2012,HI,37.34,34.88,30.82,34.04
2012,IA,10.82,8.01,5.3,7.71
2012,ID,8.67,6.86,5.48,6.92
2012,IL,11.38,7.99,5.8,8.4
2012,IN,10.53,9.14,6.34,8.29
2012,KS,11.24,9.24,7.09,9.33
2012,KY,9.43,8.73,5.35,7.26
2012,LA,8.37,7.75,4.76,6.9
2012,MA,14.91,13.84,12.57,13.79
2012,MD,12.84,10.43,8.09,11.28
2012,ME,14.66,11.53,7.98,11.81
2012,MI,14.13,10.93,7.62,10.98
2012,MN,11.35,8.84,6.54,8.86
2012,MO,10.17,8.2,5.89,8.53
2012,MS,10.26,9.33,6.24,8.6
2012,MT,10.08,9.13,5.1,8.25
2012,NC,10.91,8.66,6.42,9.15
2012,ND,9.06,8.02,6.55,7.83
2012,NE,10.04,8.38,7.01,8.37
2012,NH,16.07,13.36,11.83,14.19
2012,NJ,15.78,12.78,10.52,13.68
2012,NM,11.38,9.32,5.83,8.83
2012,NV,11.83,8.83,6.48,8.95
2012,NY,17.62,15.06,6.7,15.15
2012,OH,11.76,9.47,6.24,9.12
2012,OK,9.51,7.32,5.09,7.54
2012,OR,9.8,8.31,5.59,8.21
2012,PA,12.75,9.44,7.23,9.91
2012,RI,14.4,11.87,10.68,12.74
2012,SC,11.77,9.63,6.02,9.1
2012,SD,10.07,8.1,6.57,8.49
2012,TN,10.1,10.31,7.08,9.27
2012,TX,10.98,8.16,5.57,8.55
2012,US,11.88,10.09,6.67,9.84
2012,UT,9.93,8.06,5.62,7.84
2012,VA,11.08,8.08,6.72,9.07
2012,VT,17.01,14.32,9.98,14.22
2012,WA,8.53,7.68,4.13,6.94
2012,WI,13.19,10.51,7.34,10.28
2012,WV,9.85,8.42,6.33,8.14
2012,WY,9.85,8.24,6.03,7.19
2013,AK,18.12,15.58,15.83,16.49
2013,AL,11.26,10.51,5.95,9.02
2013,AR,9.59,8.05,6.04,7.93
2013,AZ,11.71,9.85,6.66,10.14
2013,CA,16.23,14.2,11.44,14.3
2013,CO,11.93,9.86,7.34,9.88
2013,CT,17.55,14.63,12.61,15.66
2013,DC,12.57,11.94,5.54,11.85
2013,DE,12.95,10.2,8.43,10.9
2013,FL,11.27,9.39,7.61,10.22
2013,GA,11.46,9.99,6.27,9.69
2013,HI,36.98,34.05,29.87,33.26
2013,IA,11.04,8.44,5.62,8.07
2013,ID,9.32,7.37,6.09,7.57
2013,IL,10.63,8.14,5.94,8.26
2013,IN,10.99,9.6,6.7,8.73
2013,KS,11.64,9.68,7.39,9.72
2013,KY,9.79,8.56,5.66,7.69
2013,LA,9.43,8.96,5.92,8.04
2013,MA,15.83,14.23,13.18,14.51
2013,MD,13.25,10.68,8.36,11.66
2013,ME,14.35,11.74,8.34,11.86
2013,MI,14.59,11.06,7.72,11.21
2013,MN,11.81,9.42,6.98,9.41
2013,MO,10.6,8.8,6.29,9.04
2013,MS,10.78,10.1,6.34,9.11
2013,MT,10.33,9.54,5.43,8.58
2013,NC,10.97,8.76,6.45,9.24
2013,ND,9.12,8.39,7.13,8.2
2013,NE,10.31,8.6,7.44,8.74
2013,NH,16.33,13.52,11.4,14.3
2013,NJ,15.73,12.77,10.8,13.7
2013,NM,11.68,9.74,6.36,9.25
2013,NV,11.89,9.01,6.52,9.03
2013,NY,18.79,15.35,6.58,15.44
2013,OH,12.01,9.35,6.22,9.2
2013,OK,9.67,7.77,5.49,7.86
2013,OR,9.9,8.68,5.8,8.44
2013,PA,12.79,9.25,6.97,9.81
2013,RI,15.2,12.92,11.82,13.72
2013,SC,11.99,9.88,6.01,9.24
2013,SD,10.26,8.51,6.97,8.86
2013,TN,9.98,10,6.29,9.13
2013,TX,11.35,8.02,5.81,8.66
2013,US,12.13,10.26,6.89,10.07
2013,UT,10.37,8.32,5.87,8.15
2013,VA,10.84,8,6.63,8.96
2013,VT,17.14,14.66,10.84,14.61
2013,WA,8.7,7.78,4.23,7.09
2013,WI,13.55,10.75,7.4,10.51
2013,WV,9.52,8.17,6.2,7.91
2013,WY,10.16,8.57,6.42,7.55
2014,AK,19.14,17.09,15.66,17.46
2014,AL,11.48,10.79,6.15,9.27
2014,AR,9.51,8.05,6.02,7.9
2014,AZ,11.9,10.13,6.46,10.18
2014,CA,16.25,15.62,12.34,15.15
2014,CO,12.18,10.08,7.47,10.06
2014,CT,19.75,15.55,12.92,17.05
2014,DC,12.74,12.19,8.41,12.11
2014,DE,13.29,10.5,8.58,11.22
2014,FL,11.89,9.87,7.9,10.77
2014,GA,11.65,10.36,6.64,10.03
2014,HI,37.04,34.21,30.22,33.43
2014,IA,11.16,8.67,5.71,8.15
2014,ID,9.72,7.78,6.4,7.93
2014,IL,11.91,9.26,6.85,9.36
2014,IN,11.46,9.96,6.97,9.06
2014,KS,12.17,10.13,7.8,10.16
