year,state,source,generation
1998,KS,Nuclear,10410718
1998,KS,Petroleum,122601
1998,KY,Total,90933028
1998,KY,Coal,86838802
1998,KY,Hydro,3116018
1998,KY,Natural Gas,497608
1998,KY,Petroleum,464948
1998,LA,Total,89648611
1998,LA,Coal,20781530
1998,LA,Hydro,1062824
1998,LA,Natural Gas,44975196
1998,LA,Nuclear,16427501
1998,LA,Petroleum,2293520
1998,MA,Total,45683616
1998,MA,Coal,11199758
1998,MA,Hydro,1029741
1998,MA,Natural Gas,11621828
1998,MA,Nuclear,5698414
1998,MA,Petroleum,14534366
1998,MA,Wind,0
1998,MD,Total,50653017
1998,MD,Coal,29294727
1998,MD,Hydro,1739737
1998,MD,Natural Gas,1990596
1998,MD,Nuclear,13330598
1998,MD,Petroleum,3454350
1998,ME,Total,11003317
1998,ME,Coal,588362
1998,ME,Hydro,3715966
1998,ME,Natural Gas,3369
1998,ME,Nuclear,0
1998,ME,Petroleum,3145163
1998,MI,Total,100477394
1998,MI,Coal,70472657
1998,MI,Hydro,1397118
1998,MI,Natural Gas,13085180
1998,MI,Nuclear,12494153
1998,MI,Petroleum,1171661
1998,MI,Wind,0
1998,MN,Total,48017905
1998,MN,Coal,31806877
1998,MN,Hydro,954643
1998,MN,Natural Gas,1596032
1998,MN,Nuclear,11644106
1998,MN,Petroleum,667271
1998,MN,Wind,146852
1998,MO,Total,75187346
1998,MO,Coal,62726176
1998,MO,Hydro,2346585
1998,MO,Natural Gas,1264810
1998,MO,Nuclear,8516773
1998,MO,Petroleum,321821
1998,MS,Total,34409056
1998,MS,Coal,11779543
1998,MS,Natural Gas,6576972
1998,MS,Nuclear,9190528
1998,MS,Petroleum,5425222
1998,MT,Total,28460518
1998,MT,Coal,16784786
1998,MT,Hydro,11117940
1998,MT,Natural Gas,55776
1998,MT,Petroleum,426731
1998,NC,Total,121378824
1998,NC,Coal,72949463
1998,NC,Hydro,5738207
1998,NC,Natural Gas,1284357
1998,NC,Nuclear,38778211
1998,NC,Petroleum,691314
1998,ND,Total,30671951
1998,ND,Coal,28256860
1998,ND,Hydro,2295948
1998,ND,Natural Gas,729
1998,ND,Petroleum,64524
1998,NE,Total,28796791
1998,NE,Coal,18380471
1998,NE,Hydro,1682834
1998,NE,Natural Gas,414483
1998,NE,Nuclear,8258803
1998,NE,Petroleum,42607
1998,NE,Wind,0
1998,NH,Total,16088853
1998,NH,Coal,3513065
1998,NH,Hydro,1596748
1998,NH,Natural Gas,23309
1998,NH,Nuclear,8387023
1998,NH,Petroleum,1453854
1998,NJ,Total,53857633
1998,NJ,Coal,7645226
1998,NJ,Hydro,20670
1998,NJ,Natural Gas,16480826
1998,NJ,Nuclear,27132139
1998,NJ,Petroleum,729873
1998,NM,Total,32324069
1998,NM,Coal,27537426
1998,NM,Hydro,236412
1998,NM,Natural Gas,4513549
1998,NM,Petroleum,27476
1998,NV,Total,30613520
1998,NV,Coal,17161341
1998,NV,Hydro,3166325
1998,NV,Natural Gas,8690829
1998,NV,Petroleum,51532
1998,NY,Total,144863248
1998,NY,Coal,25264780
1998,NY,Hydro,29315778
1998,NY,Natural Gas,42471599
1998,NY,Nuclear,31313708
1998,NY,Petroleum,14900782
1998,OH,Total,147940057
1998,OH,Coal,129223181
1998,OH,Hydro,406427
1998,OH,Natural Gas,677578
1998,OH,Nuclear,16475732
1998,OH,Petroleum,370838
1998,OK,Total,56229243
1998,OK,Coal,34224030
1998,OK,Hydro,3508748
1998,OK,Natural Gas,18301418
1998,OK,Petroleum,13892
1998,OR,Total,51148484
1998,OR,Coal,3374622
1998,OR,Hydro,39902167
1998,OR,Natural Gas,7250065
1998,OR,Petroleum,33632
1998,OR,Wind,19523
1998,PA,Total,191191518
1998,PA,Coal,116387155
1998,PA,Hydro,2381352
1998,PA,Natural Gas,3890017
1998,PA,Nuclear,61149224
1998,PA,Petroleum,4506729
1998,RI,Total,7674511
1998,RI,Coal,0
1998,RI,Hydro,8676
1998,RI,Natural Gas,7476374
1998,RI,Petroleum,78306
1998,SC,Total,87246561
1998,SC,Coal,32969699
1998,SC,Hydro,3569417
1998,SC,Natural Gas,877465
1998,SC,Nuclear,48759447
1998,SC,Petroleum,451663
1998,SD,Total,9088990
1998,SD,Coal,3094113
1998,SD,Hydro,5757600
1998,SD,Natural Gas,210726
1998,SD,Petroleum,26551
1998,TN,Total,97728457
1998,TN,Coal,56832939
1998,TN,Hydro,10806028
1998,TN,Natural Gas,857863
1998,TN,Nuclear,28387543
1998,TN,Petroleum,706174
1998,TX,Total,355320164
1998,TX,Coal,135426025
1998,TX,Hydro,1424821
1998,TX,Natural Gas,172143924
1998,TX,Nuclear,38685129
1998,TX,Petroleum,1580092
1998,TX,Solar,134
1998,TX,Wind,80036
1998,UT,Total,35910430
1998,UT,Coal,33587674
1998,UT,Hydro,1314711
1998,UT,Natural Gas,528257
1998,UT,Petroleum,34948
1998,VA,Total,72199439
1998,VA,Coal,34875765
1998,VA,Hydro,1283295
1998,VA,Natural Gas,4236745
1998,VA,Nuclear,27234399
1998,VA,Petroleum,2926054
1998,VA,Solar,0
1998,VT,Total,4946297
1998,VT,Hydro,1194049
1998,VT,Natural Gas,827
1998,VT,Nuclear,3357696
1998,VT,Petroleum,42295
1998,VT,Wind,0
1998,WA,Total,102158508
1998,WA,Coal,9312205
1998,WA,Hydro,79814652
1998,WA,Natural Gas,4346349
1998,WA,Nuclear,6916065
1998,WA,Petroleum,87043
1998,WI,Total,56447431
1998,WI,Coal,41023993
1998,WI,Hydro,1747424
1998,WI,Natural Gas,2484275
1998,WI,Nuclear,9397174
1998,WI,Petroleum,491495
1998,WV,Total,92822186
1998,WV,Coal,91213355
1998,WV,Hydro,1086344
1998,WV,Natural Gas,184473
1998,WV,Petroleum,200945
1998,WY,Total,45347296
1998,WY,Coal,43504063
1998,WY,Hydro,1342322
1998,WY,Natural Gas,368414
1998,WY,Petroleum,45631
1998,WY,Wind,2045
1999,AK,Total,5802308
1999,AK,Coal,523369
1999,AK,Hydro,816608
1999,AK,Natural Gas,3588075
1999,AK,Petroleum,874256
1999,AK,Wind,0
1999,AL,Total,120657508
1999,AL,Coal,73754727
1999,AL,Hydro,7759602
1999,AL,Natural Gas,3348545
1999,AL,Nuclear,30892394
1999,AL,Petroleum,316313
1999,AR,Total,46553939
1999,AR,Coal,24668807
1999,AR,Hydro,2694334
1999,AR,Natural Gas,4542596
1999,AR,Nuclear,12919550
1999,AR,Petroleum,159965
1999,AZ,Total,83893173
1999,AZ,Coal,38305165
1999,AZ,Hydro,9758817
1999,AZ,Natural Gas,5034445
1999,AZ,Nuclear,30415572
1999,AZ,Petroleum,50355
1999,AZ,Solar,0
1999,CA,Total,188319223
1999,CA,Coal,2296082
1999,CA,Hydro,40736667
1999,CA,Natural Gas,85098862
1999,CA,Nuclear,33371857
1999,CA,Petroleum,2137916
1999,CA,Solar,494996
1999,CA,Wind,3229953
1999,CO,Total,39521288
1999,CO,Coal,32877064
1999,CO,Hydro,1562485
1999,CO,Natural Gas,4967383
1999,CO,Petroleum,46235
1999,CT,Total,28596898
1999,CT,Coal,1486067
1999,CT,Hydro,421962
1999,CT,Natural Gas,3601593
1999,CT,Nuclear,12675262
1999,CT,Petroleum,8268315
1999,DE,Total,6851738
1999,DE,Coal,2834711
1999,DE,Natural Gas,2242791
1999,DE,Petroleum,1604551
1999,FL,Total,187263426
1999,FL,Coal,67629927
1999,FL,Hydro,140175
1999,FL,Natural Gas,43166956
1999,FL,Nuclear,31526285
1999,FL,Petroleum,37130630
1999,GA,Total,117338745
1999,GA,Coal,75144659
1999,GA,Hydro,2751174
1999,GA,Natural Gas,3228769
1999,GA,Nuclear,31478122
1999,GA,Petroleum,1562467
1999,HI,Total,10403926
1999,HI,Coal,1440245
1999,HI,Hydro,114902
1999,HI,Petroleum,7995322
1999,HI,Wind,16494
1999,IA,Total,38801481
1999,IA,Coal,33154236
1999,IA,Hydro,945622
1999,IA,Natural Gas,507375
1999,IA,Nuclear,3640258
1999,IA,Petroleum,136453
1999,IA,Wind,326354
1999,ID,Total,14436648
1999,ID,Coal,51887
1999,ID,Hydro,13499151
1999,ID,Natural Gas,331610
1999,ID,Petroleum,244
1999,IL,Total,163410520
1999,IL,Coal,75089527
1999,IL,Hydro,142094
1999,IL,Natural Gas,4996528
1999,IL,Nuclear,81743889
1999,IL,Petroleum,400486
1999,IN,Total,121764501
1999,IN,Coal,115209205
1999,IN,Hydro,406974
1999,IN,Natural Gas,2109121
1999,IN,Petroleum,920457
1999,KS,Total,42070230
1999,KS,Coal,29649100
1999,KS,Hydro,12367
1999,KS,Natural Gas,2940799
1999,KS,Nuclear,9156619
1999,KS,Petroleum,311345
1999,KY,Total,92681908
1999,KY,Coal,89522933
1999,KY,Hydro,2556572
1999,KY,Natural Gas,462510
1999,KY,Petroleum,127484
1999,LA,Total,89941753
1999,LA,Coal,21182104
1999,LA,Hydro,801826
1999,LA,Natural Gas,47998719
1999,LA,Nuclear,13111604
1999,LA,Petroleum,1932461
1999,MA,Total,40575392
1999,MA,Coal,11169847
1999,MA,Hydro,974568
1999,MA,Natural Gas,11104399
1999,MA,Nuclear,4518426
1999,MA,Petroleum,11241950
1999,MA,Wind,0
1999,MD,Total,51685621
1999,MD,Coal,29687655
1999,MD,Hydro,1424197
1999,MD,Natural Gas,2125193
1999,MD,Nuclear,13312335
1999,MD,Petroleum,4290788
1999,ME,Total,12673929
1999,ME,Coal,494407
1999,ME,Hydro,3755956
1999,ME,Natural Gas,80735
1999,ME,Petroleum,4711421
1999,MI,Total,103239715
1999,MI,Coal,70404994
1999,MI,Hydro,1458333
1999,MI,Natural Gas,13513755
1999,MI,Nuclear,14590711
1999,MI,Petroleum,1484354
1999,MI,Wind,0
1999,MN,Total,48519379
1999,MN,Coal,30188125
1999,MN,Hydro,1178933
1999,MN,Natural Gas,1427272
1999,MN,Nuclear,13315562
1999,MN,Petroleum,700147
1999,MN,Wind,485692
1999,MO,Total,73815710
1999,MO,Coal,61507298
1999,MO,Hydro,1853065
1999,MO,Natural Gas,1626808
1999,MO,Nuclear,8586646
1999,MO,Petroleum,293172
1999,MS,Total,34844972
1999,MS,Coal,13042293
1999,MS,Natural Gas,8792443
1999,MS,Nuclear,8428216
1999,MS,Petroleum,3145053
1999,MT,Total,31419334
1999,MT,Coal,16993155
1999,MT,Hydro,13822062
1999,MT,Natural Gas,36606
1999,MT,Petroleum,486959
1999,NC,Total,117357615
1999,NC,Coal,72255506
1999,NC,Hydro,3684186
1999,NC,Natural Gas,1166663
1999,NC,Nuclear,37523504
1999,NC,Petroleum,662070
1999,ND,Total,31417403
1999,ND,Coal,28693034
1999,ND,Hydro,2609159
1999,ND,Natural Gas,1604
1999,ND,Petroleum,54921
1999,NE,Total,30055751
1999,NE,Coal,17837176
1999,NE,Hydro,1719030
1999,NE,Natural Gas,362628
1999,NE,Nuclear,10091092
1999,NE,Petroleum,29623
1999,NE,Wind,0
1999,NH,Total,16189247
1999,NH,Coal,3328263
1999,NH,Hydro,1411282
1999,NH,Natural Gas,74455
1999,NH,Nuclear,8676237
1999,NH,Petroleum,1572013
1999,NJ,Total,56803421
1999,NJ,Coal,8064392
1999,NJ,Hydro,17303
1999,NJ,Natural Gas,17099236
1999,NJ,Nuclear,28970893
1999,NJ,Petroleum,792470
1999,NM,Total,32521856
1999,NM,Coal,28067704
1999,NM,Hydro,242710
1999,NM,Natural Gas,4156548
1999,NM,Petroleum,43881
1999,NV,Total,30532131
1999,NV,Coal,16907530
1999,NV,Hydro,2827671
1999,NV,Natural Gas,9346541
1999,NV,Petroleum,35477
1999,NY,Total,146280866
1999,NY,Coal,23365942
1999,NY,Hydro,24752318
1999,NY,Natural Gas,45999188
1999,NY,Nuclear,37018540
1999,NY,Petroleum,13304192
1999,OH,Total,142330431
1999,OH,Coal,123320141
1999,OH,Hydro,423031
1999,OH,Natural Gas,886446
1999,OH,Nuclear,16422010
1999,OH,Petroleum,483998
1999,OK,Total,54865359
1999,OK,Coal,33710011
1999,OK,Hydro,3175399
1999,OK,Natural Gas,17852306
1999,OK,Petroleum,16625
1999,OR,Total,56848347
1999,OR,Coal,3722644
1999,OR,Hydro,45639050
1999,OR,Natural Gas,6880440
1999,OR,Petroleum,8029
1999,OR,Wind,84792
1999,PA,Total,194528045
1999,PA,Coal,111214374
1999,PA,Hydro,1946598
1999,PA,Natural Gas,3802013
1999,PA,Nuclear,71127449
1999,PA,Petroleum,3496238
1999,RI,Total,6376881
1999,RI,Hydro,6050
1999,RI,Natural Gas,6184600
1999,RI,Petroleum,72039
1999,SC,Total,90233508
1999,SC,Coal,35804943
1999,SC,Hydro,1687351
1999,SC,Natural Gas,1046550
1999,SC,Nuclear,50813559
1999,SC,Petroleum,386565
1999,SD,Total,10557027
1999,SD,Coal,3674400
1999,SD,Hydro,6677303
1999,SD,Natural Gas,181205
1999,SD,Petroleum,24119
1999,TN,Total,93320137
1999,TN,Coal,56878038
1999,TN,Hydro,7801957
1999,TN,Natural Gas,693206
1999,TN,Nuclear,27227225
1999,TN,Petroleum,515575
1999,TX,Total,358944744
1999,TX,Coal,140864899
1999,TX,Hydro,1120206
1999,TX,Natural Gas,172060773
1999,TX,Nuclear,36759899
1999,TX,Petroleum,1750919
1999,TX,Solar,86
1999,TX,Wind,319960
1999,UT,Total,36784628
1999,UT,Coal,34533781
1999,UT,Hydro,1255142
1999,UT,Natural Gas,610057
1999,UT,Petroleum,30664
1999,VA,Total,73897611
1999,VA,Coal,35444523
1999,VA,Hydro,681687
1999,VA,Natural Gas,4639481
1999,VA,Nuclear,28300643
1999,VA,Petroleum,3362738
1999,VA,Solar,0
1999,VT,Total,5703593
1999,VT,Hydro,1195696
1999,VT,Natural Gas,18291
1999,VT,Nuclear,4059107
1999,VT,Petroleum,24978
1999,VT,Wind,13604
1999,WA,Total,117084018
1999,WA,Coal,8692479
1999,WA,Hydro,96989382
1999,WA,Natural Gas,3707237
1999,WA,Nuclear,6085893
1999,WA,Petroleum,51495
1999,WI,Total,58538854
1999,WI,Coal,41131554
1999,WI,Hydro,1984594
1999,WI,Natural Gas,2208680
1999,WI,Nuclear,11494764
1999,WI,Petroleum,541422
1999,WI,Wind,0
1999,WV,Total,94692596
1999,WV,Coal,93329226
1999,WV,Hydro,930255
1999,WV,Natural Gas,164472
1999,WV,Petroleum,192990
1999,WY,Total,43632491
1999,WY,Coal,41939072
1999,WY,Hydro,1170225
1999,WY,Natural Gas,379624
1999,WY,Petroleum,48699
1999,WY,Wind,11150
2000,AK,Total,6156525
2000,AK,Coal,538673
2000,AK,Hydro,1001819
2000,AK,Natural Gas,3975832
2000,AK,Petroleum,640201
2000,AK,Wind,0
2000,AL,Total,124405340
2000,AL,Coal,77517714
2000,AL,Hydro,5817631
2000,AL,Natural Gas,5028211
2000,AL,Nuclear,31368563
2000,AL,Petroleum,366155
2000,AR,Total,43875766
2000,AR,Coal,24167699
2000,AR,Hydro,2370483
2000,AR,Natural Gas,3862509
2000,AR,Nuclear,11651772
2000,AR,Petroleum,221728
2000,AZ,Total,88946577
2000,AZ,Coal,40993129
2000,AZ,Hydro,8354216
2000,AZ,Natural Gas,8734799
2000,AZ,Nuclear,30380571
2000,AZ,Petroleum,190323
2000,AZ,Solar,0
2000,CA,Total,208082483
2000,CA,Coal,2363607
2000,CA,Hydro,38333786
2000,CA,Natural Gas,103218973
2000,CA,Nuclear,35175505
2000,CA,Petroleum,2839794
2000,CA,Solar,493334
2000,CA,Wind,3518023
2000,CO,Total,44165546
2000,CO,Coal,35381219
2000,CO,Hydro,1454415
2000,CO,Natural Gas,7157438
2000,CO,Petroleum,109385
2000,CO,Wind,0
2000,CT,Total,32967570
2000,CT,Coal,3186096
2000,CT,Hydro,526312
2000,CT,Natural Gas,4062029
2000,CT,Nuclear,16365334
2000,CT,Petroleum,6679032
2000,DE,Total,5987451
2000,DE,Coal,4112296
2000,DE,Natural Gas,840508
2000,DE,Petroleum,849040
2000,FL,Total,191815840
2000,FL,Coal,72741829
2000,FL,Hydro,86769
2000,FL,Natural Gas,43202867
2000,FL,Nuclear,32291345
2000,FL,Petroleum,35743030
2000,GA,Total,123877413
2000,GA,Coal,80100450
2000,GA,Hydro,2480797
2000,GA,Natural Gas,4251077
2000,GA,Nuclear,32472935
2000,GA,Petroleum,1620653
2000,HI,Total,10593403
2000,HI,Coal,1578585
2000,HI,Hydro,103458
2000,HI,Natural Gas,0
2000,HI,Petroleum,8051782
2000,HI,Wind,17003
2000,IA,Total,41542010
2000,IA,Coal,35067093
2000,IA,Hydro,904010
2000,IA,Natural Gas,433764
2000,IA,Nuclear,4452884
2000,IA,Petroleum,101877
2000,IA,Wind,493820
2000,ID,Total,11910442
2000,ID,Coal,70675
2000,ID,Hydro,10966695
2000,ID,Natural Gas,299053
2000,ID,Petroleum,6948
2000,IL,Total,178496081
2000,IL,Coal,82322832
2000,IL,Hydro,143828
2000,IL,Natural Gas,4665563
2000,IL,Nuclear,89438049
2000,IL,Petroleum,633020
2000,IN,Total,127819516
2000,IN,Coal,121477884
2000,IN,Hydro,588276
2000,IN,Natural Gas,2054616
2000,IN,Petroleum,969521
2000,KS,Total,44815905
2000,KS,Coal,32507051
2000,KS,Hydro,15332
2000,KS,Natural Gas,2811316
2000,KS,Nuclear,9060834
2000,KS,Petroleum,421372
2000,KY,Total,93006083
2000,KY,Coal,90063054
2000,KY,Hydro,2324568
2000,KY,Natural Gas,461365
2000,KY,Petroleum,144693
2000,LA,Total,92865635
2000,LA,Coal,23488864
2000,LA,Hydro,532290
2000,LA,Natural Gas,46129243
2000,LA,Nuclear,15795739
2000,LA,Petroleum,2076360
2000,MA,Total,38697881
2000,MA,Coal,11154272
2000,MA,Hydro,1065159
2000,MA,Natural Gas,10707072
2000,MA,Nuclear,5512255
2000,MA,Petroleum,8762669
2000,MA,Wind,0
2000,MD,Total,51145380
2000,MD,Coal,29451065
2000,MD,Hydro,1732619
2000,MD,Natural Gas,2852876
2000,MD,Nuclear,13827243
2000,MD,Petroleum,2388595
2000,ME,Total,14047947
2000,ME,Coal,649748
2000,ME,Hydro,3590815
2000,ME,Natural Gas,3044440
2000,ME,Petroleum,2797329
2000,MI,Total,104209594
2000,MI,Coal,68266999
2000,MI,Hydro,1427679
2000,MI,Natural Gas,12607264
2000,MI,Nuclear,18882432
2000,MI,Petroleum,1189263
2000,MI,Wind,0
2000,MN,Total,51423339
2000,MN,Coal,33748088
2000,MN,Hydro,931383
2000,MN,Natural Gas,1265021
2000,MN,Nuclear,12959976
2000,MN,Petroleum,474777
2000,MN,Wind,724524
2000,MO,Total,76593939
2000,MO,Coal,62903557
2000,MO,Hydro,599920
2000,MO,Natural Gas,2955141
2000,MO,Nuclear,9991845
2000,MO,Petroleum,252718
2000,MS,Total,37614563
2000,MS,Coal,13877065
2000,MS,Natural Gas,8381109
2000,MS,Nuclear,10694555
2000,MS,Petroleum,2981530
2000,MT,Total,26451828
2000,MT,Coal,16200839
2000,MT,Hydro,9623257
2000,MT,Natural Gas,26607
2000,MT,Petroleum,519891
2000,NC,Total,122274356
2000,NC,Coal,75945463
2000,NC,Hydro,3137816
2000,NC,Natural Gas,1130253
2000,NC,Nuclear,39126881
2000,NC,Petroleum,825831
2000,ND,Total,31311196
2000,ND,Coal,29069203
2000,ND,Hydro,2122561
2000,ND,Natural Gas,2087
2000,ND,Petroleum,60957
2000,NE,Total,29109863
2000,NE,Coal,18457933
2000,NE,Hydro,1500724
2000,NE,Natural Gas,451354
2000,NE,Nuclear,8628679
2000,NE,Petroleum,54659
2000,NE,Wind,0
2000,NH,Total,15031499
2000,NH,Coal,3965476
2000,NH,Hydro,1427214
2000,NH,Natural Gas,138943
2000,NH,Nuclear,7921880
2000,NH,Petroleum,471328
2000,NJ,Total,58085215
2000,NJ,Coal,10090115
2000,NJ,Hydro,14036
2000,NJ,Natural Gas,16509249
2000,NJ,Nuclear,28578119
2000,NJ,Petroleum,1085276
2000,NM,Total,34022020
2000,NM,Coal,29065954
2000,NM,Hydro,221152
2000,NM,Natural Gas,4638339
2000,NM,Petroleum,88111
2000,NV,Total,35484915
2000,NV,Coal,18931521
2000,NV,Hydro,2429468
2000,NV,Natural Gas,12667189
2000,NV,Petroleum,64794
2000,NY,Total,138079075
2000,NY,Coal,25009581
2000,NY,Hydro,24909572
2000,NY,Natural Gas,39728709
2000,NY,Nuclear,31507988
2000,NY,Petroleum,14945179
2000,NY,Wind,10345
2000,OH,Total,149060280
2000,OH,Coal,129578544
2000,OH,Hydro,583048
2000,OH,Natural Gas,825154
2000,OH,Nuclear,16781378
2000,OH,Petroleum,354412
2000,OK,Total,55571957
2000,OK,Coal,35658012
2000,OK,Hydro,2276933
2000,OK,Natural Gas,17502576
2000,OK,Petroleum,52920
2000,OR,Total,51789975
2000,OR,Coal,3802760
2000,OR,Hydro,38115630
2000,OR,Natural Gas,9100017
2000,OR,Petroleum,68212
2000,OR,Wind,66699
2000,PA,Total,201687980
2000,PA,Coal,116212561
2000,PA,Hydro,2290232
2000,PA,Natural Gas,2699072
2000,PA,Nuclear,73771347
2000,PA,Petroleum,3748155
2000,PA,Wind,9813
2000,RI,Total,5971545
2000,RI,Hydro,4867
2000,RI,Natural Gas,5791814
2000,RI,Petroleum,59625
2000,SC,Total,93346240
2000,SC,Coal,39208376
2000,SC,Hydro,1533490
2000,SC,Natural Gas,932902
2000,SC,Nuclear,50887700
2000,SC,Petroleum,445157
2000,SD,Total,9697337
2000,SD,Coal,3670576
2000,SD,Hydro,5715508
2000,SD,Natural Gas,259039
2000,SD,Petroleum,52214
2000,TN,Total,95838584
2000,TN,Coal,62219510
2000,TN,Hydro,6396209
2000,TN,Natural Gas,648771
2000,TN,Nuclear,25824858
2000,TN,Petroleum,562170
2000,TN,Wind,0
2000,TX,Total,377742365
2000,TX,Coal,140671964
2000,TX,Hydro,828963
2000,TX,Natural Gas,188733295
2000,TX,Nuclear,37555807
2000,TX,Petroleum,2815642
2000,TX,Solar,41
2000,TX,Wind,492146
2000,UT,Total,36609074
2000,UT,Coal,34491424
2000,UT,Hydro,746125
2000,UT,Natural Gas,890228
2000,UT,Petroleum,57971
2000,VA,Total,77189370
2000,VA,Coal,39761316
2000,VA,Hydro,711983
2000,VA,Natural Gas,4653327
2000,VA,Nuclear,28321091
2000,VA,Petroleum,2938544
2000,VA,Solar,0
2000,VT,Total,6303014
2000,VT,Hydro,1221090
2000,VT,Natural Gas,90790
2000,VT,Nuclear,4548065
2000,VT,Petroleum,60880
2000,VT,Wind,12249
2000,WA,Total,108236880
2000,WA,Coal,9444564
2000,WA,Hydro,80262889
2000,WA,Natural Gas,7700226
2000,WA,Nuclear,8605232
2000,WA,Petroleum,484512
2000,WI,Total,59644417
2000,WI,Coal,42302943
2000,WI,Hydro,1985634
2000,WI,Natural Gas,2237475
2000,WI,Nuclear,11512078
2000,WI,Petroleum,447437
2000,WI,Wind,2728
2000,WV,Total,92865176
2000,WV,Coal,91202309
2000,WV,Hydro,1150903
2000,WV,Natural Gas,139519
2000,WV,Petroleum,262753
2000,WY,Total,45494280
2000,WY,Coal,43574108
2000,WY,Hydro,1011035
2000,WY,Natural Gas,539136
2000,WY,Petroleum,38166
2000,WY,Wind,245911
2001,AK,Total,6743766
2001,AK,Coal,564593
2001,AK,Hydro,1345665
2001,AK,Natural Gas,3895569
2001,AK,Petroleum,936989
2001,AK,Wind,950
2001,AL,Total,125345113
2001,AL,Coal,72198114
2001,AL,Hydro,8356382
2001,AL,Natural Gas,9612682
2001,AL,Nuclear,30357063
2001,AL,Petroleum,434549
2001,AR,Total,47192035
2001,AR,Coal,24764471
2001,AR,Hydro,2548250
2001,AR,Natural Gas,2706900
2001,AR,Nuclear,14780789
2001,AR,Petroleum,879393
2001,AZ,Total,89911272
2001,AZ,Coal,40061494
2001,AZ,Hydro,7623565
2001,AZ,Natural Gas,12872200
2001,AZ,Nuclear,28724076
2001,AZ,Petroleum,314206
2001,AZ,Solar,489
2001,CA,Total,198596075
2001,CA,Coal,2232851
2001,CA,Hydro,25541776
2001,CA,Natural Gas,111932271
2001,CA,Nuclear,33219520
2001,CA,Petroleum,3054893
2001,CA,Solar,542271
2001,CA,Wind,3499738
2001,CO,Total,46876002
2001,CO,Coal,35951028
2001,CO,Hydro,1494697
2001,CO,Natural Gas,9391787
2001,CO,Petroleum,176229
2001,CO,Wind,48640
2001,CT,Total,30490646
2001,CT,Coal,3735782
2001,CT,Hydro,286373
2001,CT,Natural Gas,4088228
2001,CT,Nuclear,15427767
2001,CT,Petroleum,5172935
2001,DE,Total,6807684
2001,DE,Coal,3368507
2001,DE,Natural Gas,1575486
2001,DE,Petroleum,1706629
2001,FL,Total,190945344
2001,FL,Coal,68227738
2001,FL,Hydro,147718
2001,FL,Natural Gas,43569805
2001,FL,Nuclear,31583404
2001,FL,Petroleum,40579939
2001,GA,Total,118316789
2001,GA,Coal,74561181
2001,GA,Hydro,2596427
2001,GA,Natural Gas,3865873
2001,GA,Nuclear,33681769
2001,GA,Petroleum,1170539
2001,HI,Total,10633093
2001,HI,Coal,1604764
2001,HI,Hydro,100750
2001,HI,Natural Gas,0
2001,HI,Petroleum,8223824
2001,HI,Wind,2122
2001,IA,Total,40658512
2001,IA,Coal,34665095
2001,IA,Hydro,845154
2001,IA,Natural Gas,592852
2001,IA,Nuclear,3852722
2001,IA,Petroleum,102628
2001,IA,Wind,487864
2001,ID,Total,9346941
2001,ID,Coal,72284
2001,ID,Hydro,7223126
2001,ID,Natural Gas,1405286
2001,ID,Petroleum,3723
2001,IL,Total,179249285
2001,IL,Coal,79550637
2001,IL,Hydro,144027
2001,IL,Natural Gas,4606293
2001,IL,Nuclear,92358477
2001,IL,Petroleum,1506005
2001,IN,Total,122569673
2001,IN,Coal,116066512
2001,IN,Hydro,570692
2001,IN,Natural Gas,2331660
2001,IN,Petroleum,491482
2001,KS,Total,44748523
2001,KS,Coal,31768001
2001,KS,Hydro,25562
2001,KS,Natural Gas,1951300
2001,KS,Nuclear,10346651
2001,KS,Petroleum,617177
2001,KS,Wind,39832
2001,KY,Total,95417626
2001,KY,Coal,90798578
2001,KY,Hydro,3855508
2001,KY,Natural Gas,630427
2001,KY,Petroleum,123560
2001,LA,Total,87894377
2001,LA,Coal,21968146
2001,LA,Hydro,732217
2001,LA,Natural Gas,40372754
2001,LA,Nuclear,17336135
2001,LA,Petroleum,3449939
2001,MA,Total,38478434
2001,MA,Coal,11051333
2001,MA,Hydro,702505
2001,MA,Natural Gas,11697004
2001,MA,Nuclear,5144033
2001,MA,Petroleum,8511572
2001,MD,Total,49062340
2001,MD,Coal,28379409
2001,MD,Hydro,1183518
2001,MD,Natural Gas,1760812
2001,MD,Nuclear,13656267
2001,MD,Petroleum,3021639
2001,ME,Total,19564821
2001,ME,Coal,528412
2001,ME,Hydro,2645123
2001,ME,Natural Gas,10052949
2001,ME,Petroleum,2101522
2001,MI,Total,111845610
2001,MI,Coal,68263164
2001,MI,Hydro,1561923
2001,MI,Natural Gas,13173511
2001,MI,Nuclear,26710782
2001,MI,Petroleum,749887
2001,MI,Wind,280
2001,MN,Total,48523226
2001,MN,Coal,31819163
2001,MN,Hydro,831618
2001,MN,Natural Gas,1199577
2001,MN,Nuclear,11789027
2001,MN,Petroleum,625056
2001,MN,Wind,897018
2001,MO,Total,79544873
2001,MO,Coal,65748683
2001,MO,Hydro,1104135
2001,MO,Natural Gas,3873562
2001,MO,Nuclear,8384240
2001,MO,Petroleum,637685
2001,MS,Total,53446452
2001,MS,Coal,19196065
2001,MS,Natural Gas,17750552
2001,MS,Nuclear,9923882
2001,MS,Petroleum,5143690
2001,MT,Total,24232485
2001,MT,Coal,17035883
2001,MT,Hydro,6613474
2001,MT,Natural Gas,20089
